canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,is_inhibitor,data_source,compound_name,activity_type
CCc1ccc(C(=O)O)cc1,DECOY_000305,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000306,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000307,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000308,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000309,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000310,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000311,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000312,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000313,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000314,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000315,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000316,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000317,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000318,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000319,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000320,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000321,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000322,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000323,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000324,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000325,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000326,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000327,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000328,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000329,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000330,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000331,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000332,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000333,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000334,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000335,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000336,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000337,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000338,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000339,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000340,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000341,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000342,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000343,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000344,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000345,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000346,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000347,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000348,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000349,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000350,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000351,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000352,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000353,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000354,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000355,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000356,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000357,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000358,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000359,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000360,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000361,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000362,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000363,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000364,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000365,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000366,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000367,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000368,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000369,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000370,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000371,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000372,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000373,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000374,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000375,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000376,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000377,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000378,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000379,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000380,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000381,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000382,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000383,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000384,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000385,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000386,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000387,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000388,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000389,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000390,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000391,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000392,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000393,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000394,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000395,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000396,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000397,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000398,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000399,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000400,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000401,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
